TIME,ri_x,ri_y,ri_z,rb_x,rb_y,rb_z,vi_x,vi_y,vi_z,vb_x,vb_y,vb_z,e,h,a,rho,f,i,Omega,omega
189145.945945946,-0.0987560310646856,-1001.13236046444,-11.0144710381339,1001.19295417721,-1.4210854715202e-14,-1.95297771010683e-13,-3.51589288469946e-05,-0.000876082875694937,0.0721076402061653,8.2752155254937e-05,0.0721129231520811,5.38712954453735e-18,0.00169462734542559,72.1989505649865,1002.44296775542,1002.44008897796,0.745044616760882,1.57128265276044,-1.57090032168959,-0.756046186924214
189924.324324324,-0.125792731347996,-1000.21875824882,45.1023908090758,1001.23514013109,-3.5527136788005e-14,-2.42861286636753e-14,-2.20110767365978e-05,0.00322020838173268,0.0720418177461462,2.83131877827792e-05,0.0721137499305203,4.5502609926501e-18,0.00136848153476474,72.2028205170628,1002.54943340445,1002.54755588831,0.291382643712845,1.5711068544287,-1.57090808953752,-0.246320640966735
190702.702702703,-0.123468060988856,-996.142129484728,101.077661588972,1001.25713533089,-8.5265128291212e-14,-4.70942729258184e-14,2.33968676586424e-05,0.00723626014401641,0.0717474348136328,4.36615693359295e-05,0.072111417294969,2.21245005822823e-18,0.00140548614007197,72.2020711054112,1002.52872498475,1002.52674459824,0.445976812884068,1.57048590413554,-1.57095177133746,-0.344853798252666
191481.081081081,-0.107602611529617,-988.967904309283,156.739318179305,1001.31151056778,5.6843418860808e-14,-3.97668009632923e-14,6.11267431033045e-06,0.0112000392231956,0.0712336404156158,8.85161638039082e-05,0.0721086999447078,-3.50502233573829e-18,0.00175083912846371,72.2032712667143,1002.56314668227,1002.56007338745,0.778185479359965,1.57072929264047,-1.57091575382403,-0.62100504741283
192259.459459459,-0.116715952937725,-978.696299363581,211.907371824762,1001.37465228767,5.6843418860808e-14,-9.13297215632269e-14,-2.16406530265824e-05,0.0151941107978808,0.0704764991869515,6.39842777863039e-05,0.0720957302127991,2.39879730662418e-18,0.00130055549789902,72.1948367732676,1002.32755244283,1002.3258570613,0.751919029720224,1.57111425843054,-1.57084674477772,-0.538690424648105
193037.837837838,-0.126305336028001,-965.328832950893,266.395898811848,1001.41227602978,5.6843418860808e-14,-4.50895831088927e-14,1.95767797095473e-06,0.0191350302100865,0.0694956546960252,4.17018732613954e-05,0.0720818539408939,-2.23817868400108e-18,0.000835331765093473,72.1836534153967,1002.01604926171,1002.01535007579,0.765639474160563,1.57080362835702,-1.57092515359969,-0.496377366620476
193816.216216216,-0.117611497288541,-948.934551728617,320.045366724645,1001.45186307619,5.6843418860808e-14,-1.35863542638504e-13,1.38292671718605e-05,0.0229769316137236,0.0683197876459386,6.17359321252592e-05,0.072080019078044,1.05032085459533e-17,0.00104092851821626,72.1846693962743,1002.04464264174,1002.04355689412,0.967202684179621,1.57065196486545,-1.57096895604843,-0.641915015946209
194594.594594595,-0.109970807957711,-929.572568733123,372.695931507493,1001.50258611594,1.13686837721616e-13,-5.04561670222614e-14,7.77663842245011e-06,0.0267632903089094,0.0669253707077425,6.42953926356278e-05,0.0720782552446042,1.15196480826585e-19,0.00107133308053092,72.1865590301958,1002.09717028083,1002.09602011922,0.984727645780063,1.57073695605946,-1.57093843300942,-0.603417577733609
195372.972972973,-0.0997047295602952,-907.293928197135,424.178098983013,1001.55346424505,-1.70530256582424e-13,-1.43093870086375e-13,1.95728672076596e-05,0.0304605008861423,0.0653239828588595,7.22611565990537e-05,0.0720767647179146,-1.00966327312713e-18,0.00116992586454303,72.1887333948029,1002.15776190029,1002.15639022037,1.0303081324841,1.57059239902139,-1.57100155954195,-0.592980426830551
196151.351351351,-0.0868253445819548,-882.183570232627,474.340239825053,1001.62194576812,0,-1.5213351411969e-13,5.48967113997531e-06,0.0340429973000557,0.0635295081087062,0.000102262871194751,0.0720757493068746,8.71427496135224e-18,0.0015582323053765,72.192652263447,1002.26763375373,1002.2652001598,1.14599271346927,1.57077018697795,-1.57090880283121,-0.652650576341415
