TIME,theta1,theta1Dot,theta1Ddot,theta2,theta2Dot,theta2Ddot,theta3,theta3Dot,theta3Ddot,omega_x,omega_y,omega_z,Omega_x,Omega_y,Omega_z
392355.045718181,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392365.045846783,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392375.045975385,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392385.046103988,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392395.04623259,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392405.046361193,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392415.046489795,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392425.046618398,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392435.046747,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392445.046875603,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392455.047004205,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392465.047132808,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392475.04726141,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392485.047390013,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392495.047518615,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392505.047647218,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392515.04777582,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392525.047904423,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392535.048033025,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392545.048161628,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392555.04829023,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392565.048418833,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392575.048547435,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392585.048676038,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392595.04880464,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392605.048933242,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392615.049061845,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392625.049190447,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392635.04931905,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392645.049447652,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392655.049576255,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392665.049704857,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392675.04983346,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392685.049962062,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392695.050090665,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392705.050219267,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392715.05034787,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392725.050476472,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392735.050605075,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392745.050733677,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392755.05086228,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392765.050990882,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392775.051119485,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392785.051248087,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392795.05137669,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392805.051505292,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392815.051633894,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392825.051762497,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392835.051891099,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392845.052019702,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392855.052148304,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392865.052276907,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392875.052405509,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392885.052534112,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392895.052662714,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392905.052791317,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392915.052919919,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392925.053048522,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392935.053177124,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392945.053305727,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392955.053434329,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392965.053562932,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392975.053691534,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392985.053820137,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
392995.053948739,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393005.054077342,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393015.054205944,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393025.054334546,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393035.054463149,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393045.054591751,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393055.054720354,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393065.054848956,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393075.054977559,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393085.055106161,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393095.055234764,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393105.055363366,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393115.055491969,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393125.055620571,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393135.055749174,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393145.055877776,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393155.056006379,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393165.056134981,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393175.056263584,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393185.056392186,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393195.056520789,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393205.056649391,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393215.056777994,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393225.056906596,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393235.057035198,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393245.057163801,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393255.057292403,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393265.057421006,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393275.057549608,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393285.057678211,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393295.057806813,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393305.057935416,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393315.058064018,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393325.058192621,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393335.058321223,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393345.058449826,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393355.058578428,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393365.058707031,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393375.058835633,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393385.058964236,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393395.059092838,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
393405.059221441,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
